"TreeID","species","SPlocation","Score","Date","Year","JulianDay","Girth_cm","DateRange","Start_Year","End_Year","Period"
258,"quercus.robur","Cascade marsh",2,"2012-04-18",2012,109,136,"2007-2015
",2007,2015,1
259,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,111,"2007-2015
",2007,2015,1
261,"quercus.robur","Cascade marsh",2,"2010-04-24",2010,114,113,"2007-2015
",2007,2015,1
263,"quercus.robur","Cascade marsh",2,"2007-04-05",2007,95,201,"2007-2015
",2007,2015,1
265,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,139,"2007-2015
",2007,2015,1
267,"quercus.robur","Cascade marsh",2,"2007-04-12",2007,102,112,"2007-2015
",2007,2015,1
268,"quercus.robur","Cascade marsh",2,"2012-04-20",2012,111,88,"2007-2015
",2007,2015,1
269,"quercus.robur","Cascade marsh",2,"2010-04-24",2010,114,163,"2007-2015
",2007,2015,1
270,"quercus.robur","Cascade marsh",2,"2013-05-01",2013,121,177,"2007-2015
",2007,2015,1
271,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,81,"2007-2015
",2007,2015,1
272,"quercus.robur","Cascade marsh",2,"2012-04-24",2012,115,100,"2007-2015
",2007,2015,1
273,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,71,"2007-2015
",2007,2015,1
274,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,83,"2007-2015
",2007,2015,1
276,"quercus.robur","Cascade marsh",2,"2007-04-08",2007,98,89,"2007-2015
",2007,2015,1
277,"quercus.robur","Cascade marsh",2,"2015-04-24",2015,114,115,"2007-2015
",2007,2015,1
278,"quercus.robur","Cascade marsh",2,"2008-04-23",2008,114,78,"2007-2015
",2007,2015,1
279,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,170,"2007-2015
",2007,2015,1
280,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,121,"2007-2015
",2007,2015,1
281,"quercus.robur","Cascade marsh",2,"2010-04-26",2010,116,91,"2007-2015
",2007,2015,1
282,"quercus.robur","Cascade marsh",2,"2012-04-18",2012,109,123,"2007-2015
",2007,2015,1
283,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,134,"2007-2015
",2007,2015,1
284,"quercus.robur","Cascade marsh",2,"2010-04-26",2010,116,120,"2007-2015
",2007,2015,1
285,"quercus.robur","Cascade marsh",2,"2012-04-10",2012,101,131,"2007-2015
",2007,2015,1
286,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,161,"2007-2015
",2007,2015,1
287,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,171,"2007-2015
",2007,2015,1
288,"quercus.robur","Cascade marsh",2,"2010-04-24",2010,114,229,"2007-2015
",2007,2015,1
289,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,104,"2007-2015
",2007,2015,1
290,"quercus.robur","Cascade marsh",2,"2007-04-12",2007,102,100,"2007-2015
",2007,2015,1
291,"quercus.robur","Cascade marsh",2,"2012-04-10",2012,101,153,"2007-2015
",2007,2015,1
292,"quercus.robur","Cascade marsh",2,"2012-04-24",2012,115,165,"2007-2015
",2007,2015,1
293,"quercus.robur","Cascade marsh",2,"2010-04-26",2010,116,171,"2007-2015
",2007,2015,1
294,"quercus.robur","Cascade marsh",2,"2007-04-08",2007,98,152,"2007-2015
",2007,2015,1
295,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,84,"2007-2015
",2007,2015,1
296,"quercus.robur","Cascade marsh",2,"2007-04-12",2007,102,93,"2007-2015
",2007,2015,1
297,"quercus.robur","Cascade marsh",2,"2007-04-05",2007,95,140,"2007-2015
",2007,2015,1
298,"quercus.robur","Cascade marsh",2,"2010-04-24",2010,114,100,"2007-2015
",2007,2015,1
299,"quercus.robur","Cascade marsh",2,"2012-04-10",2012,101,122,"2007-2015
",2007,2015,1
300,"quercus.robur","Cascade marsh",2,"2015-04-15",2015,105,49,"2007-2015
",2007,2015,1
301,"quercus.robur","Cascade marsh",2,"2007-04-10",2007,100,153,"2007-2015
",2007,2015,1
302,"quercus.robur","Cascade marsh",2,"2013-05-03",2013,123,53,"2007-2015
",2007,2015,1
303,"quercus.robur","Cascade marsh",2,"2007-04-05",2007,95,223,"2007-2015
",2007,2015,1
304,"quercus.robur","Cascade marsh",2,"2007-04-05",2007,95,165,"2007-2015
",2007,2015,1
305,"quercus.robur","Cascade marsh",2,"2007-04-14",2007,104,118,"2007-2015
",2007,2015,1
306,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,140,"2007-2015
",2007,2015,1
307,"quercus.robur","Cascade marsh",2,"2012-04-16",2012,107,161,"2007-2015
",2007,2015,1
308,"quercus.robur","Cascade marsh",2,"2012-04-10",2012,101,87,"2007-2015
",2007,2015,1
309,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,133,"2007-2015
",2007,2015,1
310,"quercus.robur","Cascade marsh",2,"2007-04-12",2007,102,98,"2007-2015
",2007,2015,1
311,"quercus.robur","Cascade marsh",2,"2007-04-06",2007,96,110,"2007-2015
",2007,2015,1
312,"quercus.robur","Cascade marsh",2,"2012-04-20",2012,111,97,"2007-2015
",2007,2015,1
313,"quercus.robur","Cascade marsh",2,"2010-04-28",2010,118,38,"2007-2015
",2007,2015,1
314,"quercus.robur","Cascade marsh",2,"2010-04-18",2010,108,152,"2007-2015
",2007,2015,1
316,"quercus.robur","Cascade marsh",2,"2007-04-05",2007,95,120,"2007-2015
",2007,2015,1
317,"quercus.robur","Cascade marsh",2,"2012-04-10",2012,101,220,"2007-2015
",2007,2015,1
318,"quercus.robur","Cascade marsh",2,"2012-04-14",2012,105,153,"2007-2015
",2007,2015,1
320,"quercus.robur","Rookery slope",2,"2008-04-20",2008,111,190,"2007-2015
",2007,2015,1
321,"quercus.robur","Rookery slope",2,"2013-04-24",2013,114,249,"2007-2015
",2007,2015,1
322,"quercus.robur","Rookery slope",2,"2012-04-10",2012,101,152,"2007-2015
",2007,2015,1
323,"quercus.robur","Rookery slope",2,"2011-04-09",2011,99,196,"2007-2015
",2007,2015,1
324,"quercus.robur","Rookery slope",2,"2015-04-22",2015,112,52,"2007-2015
",2007,2015,1
324,"quercus.robur","Rookery slope",2,"2016-04-26",2016,117,56,"2016-2019
",2016,2019,2
325,"quercus.robur","Rookery slope",2,"2010-04-19",2010,109,250,"2007-2015
",2007,2015,1
325,"quercus.robur","Rookery slope",2,"2016-04-16",2016,107,256,"2016-2019
",2016,2019,2
326,"quercus.robur","Elm slope",2,"2010-04-23",2010,113,197,"2007-2015
",2007,2015,1
326,"quercus.robur","Elm slope",2,"2016-05-03",2016,124,212,"2016-2019
",2016,2019,2
327,"quercus.robur","Rookery slope",2,"2011-04-05",2011,95,368,"2007-2015
",2007,2015,1
328,"quercus.robur","Old orchard",2,"2013-04-24",2013,114,241,"2007-2015
",2007,2015,1
328,"quercus.robur","Old orchard",2,"2018-04-16",2018,106,240,"2016-2019
",2016,2019,2
329,"quercus.robur","Old orchard",2,"2008-04-22",2008,113,91,"2007-2015
",2007,2015,1
331,"quercus.robur","Old orchard",2,"2013-04-28",2013,118,66,"2007-2015
",2007,2015,1
332,"quercus.robur","Old orchard",2,"2011-04-07",2011,97,112,"2007-2015
",2007,2015,1
333,"quercus.robur","Old orchard",2,"2013-04-30",2013,120,79,"2007-2015
",2007,2015,1
334,"quercus.robur","Old orchard",2,"2013-04-26",2013,116,107,"2007-2015
",2007,2015,1
335,"quercus.robur","Old orchard",2,"2013-04-24",2013,114,80,"2007-2015
",2007,2015,1
336,"quercus.robur","Old orchard",2,"2013-04-30",2013,120,68,"2007-2015
",2007,2015,1
337,"quercus.robur","Old orchard",2,"2013-04-30",2013,120,49,"2007-2015
",2007,2015,1
338,"quercus.robur","Old orchard",2,"2011-04-11",2011,101,42,"2007-2015
",2007,2015,1
340,"quercus.robur","Old orchard",2,"2013-04-28",2013,118,50,"2007-2015
",2007,2015,1
341,"quercus.robur","Nash's copse",2,"2011-04-02",2011,92,190,"2007-2015
",2007,2015,1
343,"quercus.robur","Nash's copse",2,"2008-05-01",2008,122,55,"2007-2015
",2007,2015,1
344,"quercus.robur","Weir wood",2,"2011-04-06",2011,96,207,"2007-2015
",2007,2015,1
345,"quercus.robur","Weir wood",2,"2017-04-08",2017,98,200,"2016-2019
",2016,2019,2
346,"quercus.robur","Weir wood",2,"2013-05-01",2013,121,174,"2007-2015
",2007,2015,1
347,"quercus.robur","Weir wood",2,"2013-04-27",2013,117,137,"2007-2015
",2007,2015,1
348,"quercus.robur","Weir wood",2,"2008-04-25",2008,116,131,"2007-2015
",2007,2015,1
349,"quercus.robur","Kissing gate",2,"2016-04-17",2016,108,145,"2016-2019
",2016,2019,2
350,"quercus.robur","Kissing gate",2,"2010-04-25",2010,115,122,"2007-2015
",2007,2015,1
350,"quercus.robur","Kissing gate",2,"2016-04-17",2016,108,125,"2016-2019
",2016,2019,2
351,"quercus.robur","Kissing gate",2,"2011-03-30",2011,89,163,"2007-2015
",2007,2015,1
352,"quercus.robur","Kissing gate",2,"2016-04-17",2016,108,232,"2016-2019
",2016,2019,2
353,"quercus.robur","Weir wood",2,"2016-04-17",2016,108,74,"2016-2019
",2016,2019,2
354,"quercus.robur","Weir wood",2,"2011-04-02",2011,92,75,"2007-2015
",2007,2015,1
355,"quercus.robur","Weir wood",2,"2015-04-21",2015,111,101,"2007-2015
",2007,2015,1
355,"quercus.robur","Weir wood",2,"2018-04-17",2018,107,114,"2016-2019
",2016,2019,2
356,"quercus.robur","Weir wood",2,"2010-04-25",2010,115,100,"2007-2015
",2007,2015,1
356,"quercus.robur","Weir wood",2,"2018-04-21",2018,111,142,"2016-2019
",2016,2019,2
357,"quercus.robur","Nash's field",2,"2008-04-25",2008,116,88,"2007-2015
",2007,2015,1
357,"quercus.robur","Nash's field",2,"2018-04-21",2018,111,98,"2016-2019
",2016,2019,2
358,"quercus.robur","Nash's field",2,"2015-04-29",2015,119,31,"2007-2015
",2007,2015,1
358,"quercus.robur","Nash's field",2,"2017-04-20",2017,110,35,"2016-2019
",2016,2019,2
359,"quercus.robur","Nash's field",2,"2011-04-06",2011,96,99,"2007-2015
",2007,2015,1
360,"quercus.robur","Nash's field",2,"2013-04-23",2013,113,130,"2007-2015
",2007,2015,1
361,"quercus.robur","Nash's field",2,"2013-05-01",2013,121,77,"2007-2015
",2007,2015,1
361,"quercus.robur","Nash's field",2,"2018-04-17",2018,107,81,"2016-2019
",2016,2019,2
362,"quercus.robur","Nash's field",2,"2008-04-29",2008,120,58,"2007-2015
",2007,2015,1
363,"quercus.robur","Nash's field",2,"2011-04-12",2011,102,46,"2007-2015
",2007,2015,1
363,"quercus.robur","Nash's field",2,"2017-04-14",2017,104,50,"2016-2019
",2016,2019,2
364,"quercus.robur","Nash's field",2,"2013-05-03",2013,123,49,"2007-2015
",2007,2015,1
364,"quercus.robur","Nash's field",2,"2017-04-10",2017,100,55,"2016-2019
",2016,2019,2
365,"quercus.robur","Nash's field",2,"2011-04-04",2011,94,62,"2007-2015
",2007,2015,1
366,"quercus.robur","Nash's field",2,"2011-04-04",2011,94,135,"2007-2015
",2007,2015,1
367,"quercus.robur","Nash's field",2,"2013-04-27",2013,117,95,"2007-2015
",2007,2015,1
368,"quercus.robur","Nash's field",2,"2013-04-25",2013,115,86,"2007-2015
",2007,2015,1
369,"quercus.robur","Nash's field",2,"2013-04-27",2013,117,100,"2007-2015
",2007,2015,1
370,"quercus.robur","Nash's field",2,"2008-04-25",2008,116,59,"2007-2015
",2007,2015,1
370,"quercus.robur","Nash's field",2,"2018-04-21",2018,111,68,"2016-2019
",2016,2019,2
371,"quercus.robur","Nash's field",2,"2013-05-03",2013,123,32,"2007-2015
",2007,2015,1
372,"quercus.robur","Nash's field",2,"2011-04-06",2011,96,108,"2007-2015
",2007,2015,1
373,"quercus.robur","Nash's field",2,"2011-04-18",2011,108,33,"2007-2015
",2007,2015,1
374,"quercus.robur","Nash's field",2,"2008-04-25",2008,116,30,"2007-2015
",2007,2015,1
375,"quercus.robur","Nash's field",2,"2011-04-10",2011,100,25,"2007-2015
",2007,2015,1
376,"quercus.robur","The elms",2,"2013-05-01",2013,121,131,"2007-2015
",2007,2015,1
380,"quercus.robur","The elms",2,"2011-04-06",2011,96,108,"2007-2015
",2007,2015,1
381,"quercus.robur","The elms",2,"2013-04-29",2013,119,61,"2007-2015
",2007,2015,1
383,"quercus.robur","The elms",2,"2011-04-08",2011,98,95,"2007-2015
",2007,2015,1
385,"quercus.robur","The elms",2,"2008-04-15",2008,106,87,"2007-2015
",2007,2015,1
386,"quercus.robur","The elms",2,"2013-05-01",2013,121,82,"2007-2015
",2007,2015,1
387,"quercus.robur","The elms",2,"2013-05-01",2013,121,73,"2007-2015
",2007,2015,1
388,"quercus.robur","The elms",2,"2011-04-10",2011,100,51,"2007-2015
",2007,2015,1
389,"quercus.robur","The elms",2,"2008-04-13",2008,104,110,"2007-2015
",2007,2015,1
390,"quercus.robur","The elms",2,"2011-04-06",2011,96,79,"2007-2015
",2007,2015,1
391,"quercus.robur","The elms",2,"2011-04-10",2011,100,50,"2007-2015
",2007,2015,1
392,"quercus.robur","The elms",2,"2008-04-25",2008,116,80,"2007-2015
",2007,2015,1
393,"quercus.robur","The elms",2,"2008-04-21",2008,112,63,"2007-2015
",2007,2015,1
395,"quercus.robur","The elms",2,"2013-05-05",2013,125,68,"2007-2015
",2007,2015,1
396,"quercus.robur","The elms",2,"2008-04-25",2008,116,76,"2007-2015
",2007,2015,1
397,"quercus.robur","The elms",2,"2011-04-08",2011,98,90,"2007-2015
",2007,2015,1
398,"quercus.robur","The elms",2,"2008-04-23",2008,114,79,"2007-2015
",2007,2015,1
399,"quercus.robur","The elms",2,"2011-04-08",2011,98,76,"2007-2015
",2007,2015,1
400,"quercus.robur","The elms",2,"2008-04-21",2008,112,105,"2007-2015
",2007,2015,1
401,"quercus.robur","The elms",2,"2011-04-08",2011,98,85,"2007-2015
",2007,2015,1
402,"quercus.robur","The elms",2,"2008-04-25",2008,116,65,"2007-2015
",2007,2015,1
403,"quercus.robur","The elms",2,"2011-04-08",2011,98,150,"2007-2015
",2007,2015,1
404,"quercus.robur","The elms",2,"2013-04-23",2013,113,91,"2007-2015
",2007,2015,1
405,"quercus.robur","The elms",2,"2008-04-05",2008,96,124,"2007-2015
",2007,2015,1
406,"quercus.robur","The elms",2,"2011-04-08",2011,98,130,"2007-2015
",2007,2015,1
407,"quercus.robur","The elms",2,"2011-04-12",2011,102,45,"2007-2015
",2007,2015,1
408,"quercus.robur","The elms",2,"2013-04-29",2013,119,53,"2007-2015
",2007,2015,1
409,"quercus.robur","The elms",2,"2013-05-05",2013,125,132,"2007-2015
",2007,2015,1
410,"quercus.robur","The elms",2,"2013-04-23",2013,113,178,"2007-2015
",2007,2015,1
414,"quercus.robur","The elms",2,"2008-04-27",2008,118,28,"2007-2015
",2007,2015,1
415,"quercus.robur","The elms",2,"2013-05-05",2013,125,83,"2007-2015
",2007,2015,1
416,"quercus.robur","The elms",2,"2011-04-08",2011,98,64,"2007-2015
",2007,2015,1
417,"quercus.robur","The elms",2,"2013-04-29",2013,119,54,"2007-2015
",2007,2015,1
418,"quercus.robur","The elms",2,"2011-04-06",2011,96,261,"2007-2015
",2007,2015,1
418,"quercus.robur","The elms",2,"2018-04-17",2018,107,276,"2016-2019
",2016,2019,2
419,"quercus.robur","The elms",2,"2008-04-25",2008,116,134,"2007-2015
",2007,2015,1
420,"quercus.robur","The elms",2,"2011-04-08",2011,98,80,"2007-2015
",2007,2015,1
420,"quercus.robur","The elms",2,"2018-04-17",2018,107,127,"2016-2019
",2016,2019,2
422,"quercus.robur","The elms",2,"2011-04-12",2011,102,60,"2007-2015
",2007,2015,1
423,"quercus.robur","The elms",2,"2008-04-15",2008,106,136,"2007-2015
",2007,2015,1
424,"quercus.robur","The elms",2,"2008-04-07",2008,98,177,"2007-2015
",2007,2015,1
424,"quercus.robur","The elms",2,"2018-04-17",2018,107,245,"2016-2019
",2016,2019,2
425,"quercus.robur","The elms",2,"2008-04-25",2008,116,48,"2007-2015
",2007,2015,1
426,"quercus.robur","The elms",2,"2011-04-06",2011,96,133,"2007-2015
",2007,2015,1
427,"quercus.robur","The elms",2,"2011-04-08",2011,98,240,"2007-2015
",2007,2015,1
427,"quercus.robur","The elms",2,"2018-04-17",2018,107,240,"2016-2019
",2016,2019,2
428,"quercus.robur","The elms",2,"2013-05-03",2013,123,69,"2007-2015
",2007,2015,1
429,"quercus.robur","The elms",2,"2008-04-07",2008,98,122,"2007-2015
",2007,2015,1
430,"quercus.robur","The elms",2,"2008-04-11",2008,102,165,"2007-2015
",2007,2015,1
431,"quercus.robur","The elms",2,"2008-04-07",2008,98,143,"2007-2015
",2007,2015,1
431,"quercus.robur","The elms",2,"2018-04-11",2018,101,150,"2016-2019
",2016,2019,2
432,"quercus.robur","The elms",2,"2011-04-06",2011,96,128,"2007-2015
",2007,2015,1
433,"quercus.robur","The elms",2,"2011-04-08",2011,98,196,"2007-2015
",2007,2015,1
433,"quercus.robur","The elms",2,"2018-04-17",2018,107,207,"2016-2019
",2016,2019,2
434,"quercus.robur","The elms",2,"2011-04-08",2011,98,140,"2007-2015
",2007,2015,1
435,"quercus.robur","The elms",2,"2011-04-04",2011,94,88,"2007-2015
",2007,2015,1
436,"quercus.robur","The elms",2,"2009-04-08",2009,98,197,"2007-2015
",2007,2015,1
436,"quercus.robur","The elms",2,"2016-04-18",2016,109,212,"2016-2019
",2016,2019,2
437,"quercus.robur","The elms",2,"2011-04-06",2011,96,84,"2007-2015
",2007,2015,1
438,"quercus.robur","The elms",2,"2013-05-01",2013,121,87,"2007-2015
",2007,2015,1
439,"quercus.robur","The elms",2,"2013-04-29",2013,119,167,"2007-2015
",2007,2015,1
440,"quercus.robur","The elms",2,"2008-04-09",2008,100,130,"2007-2015
",2007,2015,1
443,"quercus.robur","The elms",2,"2011-04-08",2011,98,146,"2007-2015
",2007,2015,1
444,"quercus.robur","The elms",2,"2009-04-08",2009,98,88,"2007-2015
",2007,2015,1
444,"quercus.robur","The elms",2,"2016-04-18",2016,109,123,"2016-2019
",2016,2019,2
445,"quercus.robur","The elms",2,"2010-04-21",2010,111,174,"2007-2015
",2007,2015,1
445,"quercus.robur","The elms",2,"2016-04-13",2016,104,228,"2016-2019
",2016,2019,2
446,"quercus.robur","The elms",2,"2011-04-12",2011,102,94,"2007-2015
",2007,2015,1
447,"quercus.robur","The elms",2,"2011-04-06",2011,96,118,"2007-2015
",2007,2015,1
452,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,44,"2007-2015
",2007,2015,1
453,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,325,"2007-2015
",2007,2015,1
453,"quercus.robur","Japanese garden",2,"2018-04-16",2018,106,326,"2016-2019
",2016,2019,2
454,"quercus.robur","Japanese garden",2,"2011-04-07",2011,97,114,"2007-2015
",2007,2015,1
454,"quercus.robur","Japanese garden",2,"2018-04-16",2018,106,124,"2016-2019
",2016,2019,2
455,"quercus.robur","Business park",2,"2013-04-30",2013,120,154,"2007-2015
",2007,2015,1
458,"quercus.robur","Japanese garden",2,"2013-04-28",2013,118,243,"2007-2015
",2007,2015,1
460,"quercus.robur","Japanese garden",2,"2010-04-19",2010,109,85,"2007-2015
",2007,2015,1
461,"quercus.robur","Japanese garden",2,"2013-04-28",2013,118,101,"2007-2015
",2007,2015,1
462,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,92,"2007-2015
",2007,2015,1
464,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,104,"2007-2015
",2007,2015,1
465,"quercus.robur","Japanese garden",2,"2009-04-08",2009,98,52,"2007-2015
",2007,2015,1
466,"quercus.robur","Japanese garden",2,"2008-04-12",2008,103,78,"2007-2015
",2007,2015,1
467,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,114,"2007-2015
",2007,2015,1
468,"quercus.robur","Japanese garden",2,"2011-04-09",2011,99,82,"2007-2015
",2007,2015,1
469,"quercus.robur","Japanese garden",2,"2012-04-28",2012,119,39,"2007-2015
",2007,2015,1
470,"quercus.robur","Japanese garden",2,"2011-04-07",2011,97,105,"2007-2015
",2007,2015,1
470,"quercus.robur","Japanese garden",2,"2018-04-16",2018,106,118,"2016-2019
",2016,2019,2
471,"quercus.robur","Japanese garden",2,"2008-04-20",2008,111,132,"2007-2015
",2007,2015,1
472,"quercus.robur","Japanese garden",2,"2011-04-07",2011,97,93,"2007-2015
",2007,2015,1
473,"quercus.robur","Japanese garden",2,"2016-04-18",2016,109,158,"2016-2019
",2016,2019,2
474,"quercus.robur","Japanese garden",2,"2013-04-28",2013,118,210,"2007-2015
",2007,2015,1
475,"quercus.robur","Japanese garden",2,"2011-04-09",2011,99,113,"2007-2015
",2007,2015,1
476,"quercus.robur","Japanese garden",2,"2010-04-17",2010,107,88,"2007-2015
",2007,2015,1
477,"quercus.robur","Japanese garden",2,"2017-04-11",2017,101,37,"2016-2019
",2016,2019,2
480,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,280,"2007-2015
",2007,2015,1
480,"quercus.robur","Japanese garden",2,"2018-04-19",2018,109,283,"2016-2019
",2016,2019,2
481,"quercus.robur","Japanese garden",2,"2013-04-28",2013,118,267,"2007-2015
",2007,2015,1
481,"quercus.robur","Japanese garden",2,"2018-04-16",2018,106,271,"2016-2019
",2016,2019,2
482,"quercus.robur","Japanese garden",2,"2013-05-02",2013,122,181,"2007-2015
",2007,2015,1
482,"quercus.robur","Japanese garden",2,"2018-04-16",2018,106,185,"2016-2019
",2016,2019,2
483,"quercus.robur","Pinetum",2,"2008-04-14",2008,105,178,"2007-2015
",2007,2015,1
483,"quercus.robur","Pinetum",2,"2018-04-16",2018,106,178,"2016-2019
",2016,2019,2
484,"quercus.robur","Pinetum",2,"2011-04-15",2011,105,29,"2007-2015
",2007,2015,1
485,"quercus.robur","Tractor shed",2,"2008-04-24",2008,115,84,"2007-2015
",2007,2015,1
485,"quercus.robur","Tractor shed",2,"2016-04-26",2016,117,93,"2016-2019
",2016,2019,2
487,"quercus.robur","Japanese garden",2,"2008-04-18",2008,109,141,"2007-2015
",2007,2015,1
488,"quercus.robur","Japanese garden",2,"2011-04-07",2011,97,52,"2007-2015
",2007,2015,1
489,"quercus.robur","Japanese garden",2,"2008-04-26",2008,117,32,"2007-2015
",2007,2015,1
491,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,73,"2007-2015
",2007,2015,1
492,"quercus.robur","Japanese garden",2,"2011-04-15",2011,105,36,"2007-2015
",2007,2015,1
495,"quercus.robur","Japanese garden",2,"2013-05-02",2013,122,68,"2007-2015
",2007,2015,1
497,"quercus.robur","Japanese garden",2,"2013-04-24",2013,114,135,"2007-2015
",2007,2015,1
498,"quercus.robur","Japanese garden",2,"2013-04-26",2013,116,89,"2007-2015
",2007,2015,1
499,"quercus.robur","Japanese garden",2,"2013-04-24",2013,114,209,"2007-2015
",2007,2015,1
501,"quercus.robur","Japanese garden",2,"2013-04-24",2013,114,168,"2007-2015
",2007,2015,1
503,"quercus.robur","Japanese garden",2,"2011-04-03",2011,93,80,"2007-2015
",2007,2015,1
